id	gene	chrom	chromStart	chromEnd	strand
ENSG00000198919.11	DZIP3	chr3	108589682	108694846	+
ENSG00000241777.1	RP11-148O7.2	chr3	108725440	108725536	-
ENSG00000163515.6	RETNLB	chr3	108743424	108757384	-
ENSG00000163519.12	TRAT1	chr3	108822698	108855005	+
ENSG00000138472.9	GUCA1C	chr3	108907792	108953895	-
ENSG00000114487.8	MORC1	chr3	108958239	109118142	-
ENSG00000221633.2	U3	chr3	109018909	109019116	-
ENSG00000239314.1	MORC1-AS1	chr3	109101456	109110342	+
ENSG00000241224.5	FLJ22763	chr3	109118252	109150514	+
ENSG00000261364.1	RP11-59E19.4	chr3	109176438	109177365	-
ENSG00000214381.4	LINC00488	chr3	109178165	109185257	+
ENSG00000252889.1	RNU6-1236P	chr3	109225129	109225227	+
ENSG00000239288.1	RP11-59E19.3	chr3	109241507	109243125	+
ENSG00000163530.4	DPPA2	chr3	109293788	109316517	-
ENSG00000277635.1	Metazoa_SRP	chr3	109295239	109295498	+
ENSG00000121570.11	DPPA4	chr3	109326141	109337572	-
ENSG00000241257.1	RP11-397K18.1	chr3	109364047	109364234	-
ENSG00000244561.1	RP11-702L6.1	chr3	109396616	109397870	+
ENSG00000230618.3	H3F3AP3	chr3	109409678	109410084	-
ENSG00000228980.3	LINC01205	chr3	109409990	109495167	+
ENSG00000244196.1	PPIAP15	chr3	109471329	109471812	-
ENSG00000252541.1	AC092905.1	chr3	109497645	109497729	+
ENSG00000265956.1	MIR4445	chr3	109602828	109602897	+
ENSG00000242029.1	RP11-457K10.1	chr3	109648107	109810861	+
ENSG00000271249.1	RP11-424I3.1	chr3	109701456	109702218	-
ENSG00000214380.4	RP11-457K10.2	chr3	109915976	109916940	-
ENSG00000243945.1	RP11-696F10.1	chr3	109977540	109977767	-
ENSG00000240895.1	RP11-119D18.1	chr3	110527482	110529582	-
ENSG00000221206.1	RNU6ATAC15P	chr3	110551845	110551965	-
ENSG00000244722.1	RP11-179A18.1	chr3	110682286	110683154	-
ENSG00000201426.1	Y_RNA	chr3	110727021	110727121	+
ENSG00000206532.2	RP11-553A10.1	chr3	110888384	110893476	-
ENSG00000242242.4	PVRL3-AS1	chr3	110893708	111071553	-
ENSG00000177707.9	PVRL3	chr3	111070071	111275563	+
ENSG00000153283.11	CD96	chr3	111292719	111665750	+
ENSG00000239311.1	RP11-615J4.3	chr3	111466313	111497095	-
ENSG00000244142.1	ATP6V0CP2	chr3	111478737	111478943	+
ENSG00000240787.1	RP11-615J4.4	chr3	111570638	111571054	-
ENSG00000177494.5	ZBED2	chr3	111592900	111595443	-
ENSG00000244720.1	RP11-402J7.2	chr3	111633672	111635089	+
ENSG00000240891.5	PLCXD2	chr3	111674676	111846447	+
ENSG00000240766.1	PLCXD2-AS1	chr3	111676736	111677433	-
ENSG00000144824.18	PHLDB2	chr3	111732497	111976517	+
ENSG00000144827.7	ABHD10	chr3	111979010	111993363	+
ENSG00000144834.11	TAGLN3	chr3	111998664	112013887	+
ENSG00000239439.1	RFKP2	chr3	112030931	112031649	-
ENSG00000176040.12	TMPRSS7	chr3	112034843	112081269	+
ENSG00000114529.11	C3orf52	chr3	112086335	112131004	+
ENSG00000207940.1	MIR567	chr3	112112801	112112898	+
ENSG00000174500.11	GCSAM	chr3	112120841	112133305	-
ENSG00000261488.1	RP11-757F18.5	chr3	112133423	112135359	+
ENSG00000172139.13	SLC9C1	chr3	112140887	112294258	-
ENSG00000244144.1	RP11-757F18.3	chr3	112185480	112185998	-
ENSG00000239482.5	RP11-90K6.1	chr3	112302478	112332791	+
ENSG00000091972.17	CD200	chr3	112332347	112362812	+
ENSG00000243081.2	RP11-231E6.1	chr3	112396647	112409134	-
ENSG00000186265.8	BTLA	chr3	112463968	112499561	-
ENSG00000242525.1	OR7E100P	chr3	112524187	112525201	-
ENSG00000279349.1	RP11-147G7.3	chr3	112525548	112528142	-
ENSG00000144848.9	ATG3	chr3	112532509	112562046	-
ENSG00000138459.7	SLC35A5	chr3	112561709	112585577	+
ENSG00000091986.14	CCDC80	chr3	112596794	112649530	-
ENSG00000242308.2	RP11-572C15.3	chr3	112696908	112697706	-
ENSG00000240893.1	RP11-572C15.5	chr3	112736447	112749319	-
ENSG00000242770.2	RP11-180K7.1	chr3	112802478	112812819	+
ENSG00000206531.9	CD200R1L	chr3	112815709	112846856	-
ENSG00000163606.9	CD200R1	chr3	112921209	112975122	-
ENSG00000272844.1	RP11-484K9.4	chr3	112990447	112991153	-
ENSG00000163607.13	GTPBP8	chr3	112990918	113015060	+
ENSG00000163608.13	C3orf17	chr3	113002440	113019861	-
ENSG00000240057.4	RP11-572M11.4	chr3	113019532	113183301	+
ENSG00000243483.1	RP11-572M11.2	chr3	113041390	113041814	-
ENSG00000241219.1	RP11-572M11.1	chr3	113050912	113063443	-
ENSG00000238593.1	AC078785.1	chr3	113092444	113092525	-
ENSG00000243795.1	RP11-572M11.3	chr3	113142350	113167819	-
ENSG00000144857.13	BOC	chr3	113211003	113287459	+
ENSG00000206530.7	CFAP44	chr3	113286930	113441610	-
ENSG00000240751.1	RP11-553D4.2	chr3	113360267	113361319	+
ENSG00000243849.1	CFAP44-AS1	chr3	113403991	113433992	+
ENSG00000275670.1	MIR8076	chr3	113432118	113432200	-
ENSG00000163611.10	SPICE1	chr3	113442718	113515187	-
ENSG00000072858.9	SIDT1	chr3	113532296	113629578	+
ENSG00000239453.1	SIDT1-AS1	chr3	113588748	113590189	-
ENSG00000265253.1	MIR4446	chr3	113594876	113594942	+
ENSG00000241529.3	RN7SL767P	chr3	113632704	113632998	+
ENSG00000176542.8	KIAA2018	chr3	113648385	113696646	-
ENSG00000121579.11	NAA50	chr3	113716460	113746300	-
ENSG00000239280.1	RP11-271C24.3	chr3	113740823	113741254	-
ENSG00000242659.1	RP11-271C24.2	chr3	113746872	113747408	-
ENSG00000114573.8	ATP6V1A	chr3	113747019	113812056	+
ENSG00000178075.18	GRAMD1C	chr3	113828182	113947174	+
ENSG00000240776.1	RP11-435F17.1	chr3	113850237	113850731	-
ENSG00000241889.1	RP11-435F17.3	chr3	113885298	113886031	+
ENSG00000240375.1	VPS26AP1	chr3	113919222	113920200	+
ENSG00000273394.1	RP11-255E6.6	chr3	113947005	113947570	-
ENSG00000184307.12	ZDHHC23	chr3	113947901	113965401	+
ENSG00000163617.9	KIAA1407	chr3	113964137	114056613	-
ENSG00000270880.1	RP11-255E6.5	chr3	113984037	113984655	+
ENSG00000151576.9	QTRTD1	chr3	114005833	114088422	+
ENSG00000216136.2	AC092896.1	chr3	114019651	114019752	+
ENSG00000240912.1	RP11-274J15.2	chr3	114103249	114103628	-
ENSG00000151577.11	DRD3	chr3	114128652	114199407	-
ENSG00000241490.1	RP11-553L6.2	chr3	114214313	114236204	+
ENSG00000240487.1	RP11-553L6.3	chr3	114231398	114233021	-
ENSG00000174255.6	ZNF80	chr3	114234631	114237578	-
ENSG00000181847.10	TIGIT	chr3	114276913	114310288	+
ENSG00000259976.1	RP11-553L6.5	chr3	114314501	114316179	-
ENSG00000207770.1	MIR568	chr3	114316475	114316569	-
ENSG00000181722.14	ZBTB20	chr3	114338094	115147271	-
ENSG00000241560.4	ZBTB20-AS1	chr3	114351811	114388978	+
ENSG00000242290.2	RP11-197K3.1	chr3	114445521	114529452	+
ENSG00000241295.1	ZBTB20-AS2	chr3	114684580	114687609	+
ENSG00000264623.2	AC078986.1	chr3	114743433	114743543	-
ENSG00000239946.1	ZBTB20-AS3	chr3	114873114	114876514	+
ENSG00000240002.1	YBX1P3	chr3	114930541	114931449	+
ENSG00000242767.1	ZBTB20-AS4	chr3	115100423	115103061	+
ENSG00000279131.1	AC069063.1	chr3	115113420	115114210	-
ENSG00000279380.1	AC069063.2	chr3	115120172	115121489	+
ENSG00000242880.1	RP11-190P13.2	chr3	115251196	115285347	+
ENSG00000244157.1	EIF4E2P2	chr3	115279125	115279860	+
ENSG00000172020.11	GAP43	chr3	115623324	115721490	+
ENSG00000241596.1	RP11-326J18.1	chr3	115658533	115661279	+
ENSG00000185565.10	LSAMP	chr3	115802363	117139389	-
ENSG00000243359.3	RN7SL815P	chr3	115837870	115838159	+
ENSG00000240922.1	LSAMP-AS1	chr3	116360024	116370090	+
ENSG00000241397.1	LINC00903	chr3	116552473	116568264	+
ENSG00000241156.3	RN7SL582P	chr3	116582552	116582830	-
ENSG00000198406.7	BZW1P2	chr3	116645902	116646727	-
ENSG00000243197.6	TUSC7	chr3	116709235	116723581	+
ENSG00000278072.1	AC108713.1	chr3	116716460	116716624	+
ENSG00000265433.1	MIR4447	chr3	116850277	116850367	-
ENSG00000274732.1	BC040587	chr3	116921328	116921479	+
ENSG00000242385.1	LINC00901	chr3	116921431	116932238	+
ENSG00000200372.1	RNU5E-8P	chr3	116965112	116965227	-
ENSG00000243014.1	PTMAP8	chr3	117026698	117027039	+
ENSG00000206889.1	RNU6-1200P	chr3	117544205	117544311	+
ENSG00000239268.2	RP11-384F7.2	chr3	117672154	117997592	-
ENSG00000240393.1	RP11-768G7.1	chr3	117674342	117675144	-
ENSG00000241213.1	RP11-768G7.2	chr3	117678693	117690932	-
ENSG00000242816.1	RP11-768G7.3	chr3	117790673	117793765	+
ENSG00000243276.4	RP11-384F7.1	chr3	118004819	118557668	-
ENSG00000144847.11	IGSF11	chr3	118900557	119146068	-
ENSG00000239877.2	IGSF11-AS1	chr3	118943073	118948241	+
ENSG00000163424.7	C3orf30	chr3	119146150	119160042	+
ENSG00000251012.1	RP11-484M3.5	chr3	119147375	119187807	+
ENSG00000114638.6	UPK1B	chr3	119173517	119205153	+
ENSG00000121578.11	B4GALT4	chr3	119211732	119241103	-
ENSG00000240254.1	B4GALT4-AS1	chr3	119226486	119290666	+
ENSG00000031081.9	ARHGAP31	chr3	119294373	119420714	+
ENSG00000242829.1	RPS26P21	chr3	119298665	119299012	+
ENSG00000241155.1	ARHGAP31-AS1	chr3	119314293	119322760	-
ENSG00000207310.1	RNU6-1127P	chr3	119341834	119341940	-
ENSG00000176142.11	TMEM39A	chr3	119429500	119468830	-
ENSG00000163389.9	POGLUT1	chr3	119468938	119494708	+
ENSG00000272662.1	RP11-190C22.8	chr3	119497678	119498181	-
ENSG00000113845.8	TIMMDC1	chr3	119498532	119525090	+
ENSG00000121594.10	CD80	chr3	119524293	119559602	-
ENSG00000272967.1	RP11-190C22.9	chr3	119579212	119579650	-
ENSG00000144843.10	ADPRH	chr3	119579268	119589945	+
ENSG00000144837.7	PLA1A	chr3	119597842	119629811	+
ENSG00000242052.1	RP11-190C22.1	chr3	119635526	119636150	-
ENSG00000121577.12	POPDC2	chr3	119636457	119665324	-
ENSG00000138495.5	COX17	chr3	119654513	119677454	-
ENSG00000183833.15	MAATS1	chr3	119703022	119767102	+
ENSG00000239994.2	RP11-169N13.4	chr3	119744139	119750350	-
ENSG00000144852.15	NR1I2	chr3	119780484	119818485	+
ENSG00000240471.1	PHBP8	chr3	119791829	119792553	+
ENSG00000082701.13	GSK3B	chr3	119821323	120094417	-
ENSG00000239835.1	RP11-767L7.1	chr3	120028740	120029868	+
ENSG00000241546.1	RP11-767L7.2	chr3	120041190	120041537	+
ENSG00000276607.2	AC092910.1	chr3	120084550	120084657	-
ENSG00000242622.1	RP11-18H7.1	chr3	120094895	120136783	+
ENSG00000244308.2	RN7SL762P	chr3	120110498	120110786	-
ENSG00000244139.3	RN7SL397P	chr3	120121909	120122206	+
ENSG00000175697.9	GPR156	chr3	120164645	120285094	-
ENSG00000206721.1	Y_RNA	chr3	120210320	120210421	+
ENSG00000240882.1	RP11-174O3.1	chr3	120306726	120307952	+
ENSG00000163428.3	LRRC58	chr3	120324509	120349339	-
ENSG00000240661.1	RP11-174O3.3	chr3	120349510	120367998	+
ENSG00000242613.1	RP11-174O3.4	chr3	120388029	120389315	+
ENSG00000163430.8	FSTL1	chr3	120392293	120451253	-
ENSG00000240774.1	RP11-359H3.4	chr3	120484171	120484527	-
ENSG00000244441.1	RP11-359H3.1	chr3	120512850	120513188	+
ENSG00000065518.7	NDUFB4	chr3	120596309	120602500	+
ENSG00000113924.10	HGD	chr3	120628173	120682571	-
ENSG00000144840.7	RABL3	chr3	120686681	120742993	-
ENSG00000240452.1	RP11-567P17.1	chr3	120722024	120722311	+
ENSG00000243257.1	RP11-567P17.2	chr3	120722458	120722646	+
ENSG00000153767.8	GTF2E1	chr3	120742637	120783069	+
ENSG00000213371.4	NAP1L1P3	chr3	120805866	120806745	+
ENSG00000243593.1	RP11-500K19.1	chr3	120833440	120836360	-
ENSG00000145087.11	STXBP5L	chr3	120908072	121424761	+
ENSG00000270782.1	RP11-500K19.2	chr3	120924612	120925158	-
ENSG00000264477.1	MIR5682	chr3	121049640	121049715	+
ENSG00000243813.1	RP11-678L1.1	chr3	121099108	121099774	+
ENSG00000242103.1	RP11-10G15.4	chr3	121356991	121357940	+
ENSG00000051341.12	POLQ	chr3	121431427	121546641	-
ENSG00000242445.1	RPL7AP11	chr3	121494110	121494908	+
ENSG00000186103.3	ARGFX	chr3	121570704	121586634	+
ENSG00000163833.7	FBXO40	chr3	121593119	121630295	+
ENSG00000180353.9	HCLS1	chr3	121631399	121660927	-
ENSG00000243544.3	RN7SL172P	chr3	121653994	121654296	-
ENSG00000222057.1	RNU4-62P	chr3	121655475	121655604	-
ENSG00000173230.14	GOLGB1	chr3	121663199	121749767	-
ENSG00000173226.15	IQCB1	chr3	121769763	121835079	-
ENSG00000145088.7	EAF2	chr3	121835183	121886526	+
ENSG00000163406.9	SLC15A2	chr3	121894089	121944102	+
ENSG00000263678.1	AC072031.1	chr3	121922098	121922182	-
ENSG00000145103.11	ILDR1	chr3	121987323	122022204	-
ENSG00000202388.1	Y_RNA	chr3	122025195	122025304	-
ENSG00000114013.14	CD86	chr3	122055366	122121139	+
ENSG00000036828.12	CASR	chr3	122183683	122286503	+
ENSG00000221474.1	AC068754.1	chr3	122281853	122281922	+
ENSG00000240236.1	HNRNPA1P23	chr3	122317609	122318741	+
ENSG00000121552.3	CSTA	chr3	122325244	122341972	+
ENSG00000160124.8	CCDC58	chr3	122359591	122383231	-
ENSG00000114023.14	FAM162A	chr3	122384176	122412334	+
ENSG00000196981.3	WDR5B	chr3	122412332	122416051	-
ENSG00000272758.4	RP11-299J3.8	chr3	122416207	122443180	+
ENSG00000242531.1	RP11-299J3.6	chr3	122416882	122417012	-
ENSG00000114030.11	KPNA1	chr3	122421949	122514945	-
ENSG00000275348.1	RP11-592P9.3	chr3	122482990	122483229	+
ENSG00000138496.15	PARP9	chr3	122527924	122564577	-
ENSG00000163840.8	DTX3L	chr3	122564238	122575203	+
ENSG00000173200.11	PARP15	chr3	122577602	122639047	+
ENSG00000243918.1	EIF4BP8	chr3	122660613	122662438	+
ENSG00000173193.12	PARP14	chr3	122680618	122730840	+
ENSG00000169087.9	HSPBAP1	chr3	122740003	122793824	-
ENSG00000138463.8	DIRC2	chr3	122794795	122881139	+
ENSG00000273033.2	RP11-67L2.2	chr3	122886941	122892416	+
ENSG00000082684.13	SEMA5B	chr3	122909193	123028605	-
ENSG00000221211.1	AC078794.1	chr3	122926996	122927121	-
ENSG00000065485.16	PDIA5	chr3	123067062	123225227	+
ENSG00000275891.1	MIR7110	chr3	123161794	123161879	+
ENSG00000121542.10	SEC22A	chr3	123201927	123274130	+
ENSG00000273454.1	RP11-797D24.3	chr3	123277353	123277904	+
ENSG00000173175.13	ADCY5	chr3	123282296	123449758	-
ENSG00000272678.1	RP11-797D24.4	chr3	123283593	123283983	+
ENSG00000206527.8	PTPLB	chr3	123490820	123585185	-
ENSG00000239523.4	MYLK-AS1	chr3	123585542	123644568	+
ENSG00000065534.17	MYLK	chr3	123610049	123884331	-
ENSG00000250174.4	MYLK-AS2	chr3	123689644	123692407	+
ENSG00000273123.1	RP11-9N20.3	chr3	123715851	123716399	+
ENSG00000207002.1	SNORA5	chr3	123814077	123814207	+
ENSG00000175455.13	CCDC14	chr3	123897305	123961408	-
ENSG00000065371.16	ROPN1	chr3	123968521	123992178	-
ENSG00000238512.1	AC117401.1	chr3	124061994	124062084	-
ENSG00000160145.14	KALRN	chr3	124080023	124726325	+
ENSG00000266383.1	MIR5002	chr3	124132929	124133025	+
ENSG00000240622.1	RPL7P15	chr3	124151960	124153063	-
ENSG00000276656.1	MIR6083	chr3	124374332	124374437	+
ENSG00000252751.1	RNU6-143P	chr3	124407691	124407783	+
ENSG00000263775.1	AC080008.1	chr3	124696938	124697036	-
ENSG00000260391.2	RP11-71H17.7	chr3	124723788	124726325	+
ENSG00000114491.12	UMPS	chr3	124730366	124749273	+
ENSG00000265981.1	MIR544B	chr3	124732439	124732516	+
ENSG00000242199.1	RP11-71H17.1	chr3	124733418	124733754	-
ENSG00000082781.10	ITGB5	chr3	124761948	124901418	-
ENSG00000244286.1	ITGB5-AS1	chr3	124781155	124787757	+
ENSG00000280042.1	RP11-71H17.8	chr3	124791119	124793104	-
ENSG00000276626.1	7SK	chr3	124792319	124792562	-
ENSG00000243986.2	ENO1P3	chr3	124862094	124863317	-
ENSG00000173702.6	MUC13	chr3	124905442	124953819	-
ENSG00000173706.11	HEG1	chr3	124965710	125055958	-
ENSG00000252642.1	RNA5SP137	chr3	125058304	125058438	-
ENSG00000221955.9	SLC12A8	chr3	125082636	125212864	-
ENSG00000199327.1	RNU6-230P	chr3	125119097	125119200	-
ENSG00000264986.1	MIR5092	chr3	125151465	125151552	-
ENSG00000163848.17	ZNF148	chr3	125225561	125375354	-
ENSG00000229048.5	DUTP1	chr3	125310881	125311350	+
ENSG00000243508.1	RP11-775J23.2	chr3	125344085	125344797	-
ENSG00000252953.1	RNU6-232P	chr3	125388934	125388997	+
ENSG00000114520.9	SNX4	chr3	125446644	125520197	-
ENSG00000201800.1	Y_RNA	chr3	125516979	125517086	+
ENSG00000252965.1	Y_RNA	chr3	125528244	125528349	-
ENSG00000144909.7	OSBPL11	chr3	125528858	125595090	-
ENSG00000281802.1	AC016959.1	chr3	125558838	125558960	+
ENSG00000243072.1	GS1-388B5.2	chr3	125679573	125679781	+
ENSG00000242001.1	GS1-388B5.1	chr3	125681305	125681453	+
ENSG00000266857.1	AF186996.2	chr3	125690256	125690343	+
ENSG00000234458.4	OR7E130P	chr3	125703349	125704312	+
ENSG00000243429.1	OR7E29P	chr3	125712139	125713045	+
ENSG00000228963.3	OR7E93P	chr3	125724539	125725445	+
ENSG00000239978.1	OR7E53P	chr3	125734295	125735198	+
ENSG00000265166.1	AF186996.1	chr3	125736216	125736303	+
ENSG00000179170.11	OR7E97P	chr3	125747084	125748098	+
ENSG00000239432.1	GS1-388B5.8	chr3	125756086	125756462	+
ENSG00000272840.1	RP11-379B18.6	chr3	125774714	125797953	+
ENSG00000239804.1	RP11-379B18.1	chr3	125787888	125788146	-
ENSG00000221737.1	MIR548I1	chr3	125790404	125790552	-
ENSG00000242229.1	RPS3AP14	chr3	125795106	125795885	+
ENSG00000241346.1	SNRPCP11	chr3	125816082	125816286	-
ENSG00000241288.6	RP11-379B18.5	chr3	125827238	125916384	-
ENSG00000241278.1	ENPP7P4	chr3	125848223	125909372	+
ENSG00000248787.1	RP11-666A20.4	chr3	125908005	125910272	-
ENSG00000171084.14	FAM86JP	chr3	125916620	125930024	+
ENSG00000189366.8	ALG1L	chr3	125929275	125937039	-
ENSG00000241439.1	RP11-666A20.3	chr3	125958556	125958817	+
ENSG00000114547.8	ROPN1B	chr3	125969144	125983454	+
ENSG00000114544.14	SLC41A3	chr3	126006355	126101561	-
ENSG00000248607.1	RP11-158I23.1	chr3	126056923	126058228	+
ENSG00000265911.1	AC117422.1	chr3	126069064	126069147	+
ENSG00000250012.1	RP11-124N2.1	chr3	126084220	126095349	+
ENSG00000144908.12	ALDH1L1	chr3	126103562	126197994	-
ENSG00000250218.1	ALDH1L1-AS1	chr3	126103640	126108069	+
ENSG00000272020.1	U1	chr3	126160283	126160445	-
ENSG00000246022.2	ALDH1L1-AS2	chr3	126180065	126210169	+
ENSG00000250934.1	RP11-71E19.1	chr3	126266796	126291279	+
ENSG00000251448.1	RP11-71E19.2	chr3	126288867	126294024	-
ENSG00000163884.3	KLF15	chr3	126342635	126357442	-
ENSG00000249833.4	CCDC37-AS1	chr3	126393032	126394851	-
ENSG00000163885.10	CCDC37	chr3	126394939	126436556	+
ENSG00000279328.1	RP11-203H19.2	chr3	126432796	126434569	-
ENSG00000070476.13	ZXDC	chr3	126437601	126475919	-
ENSG00000159650.7	UROC1	chr3	126481281	126517773	-
ENSG00000180767.8	CHST13	chr3	126524283	126543291	+
ENSG00000180697.7	C3orf22	chr3	126526999	126558965	-
ENSG00000201968.1	RNA5SP138	chr3	126564565	126564678	-
ENSG00000197763.11	TXNRD3	chr3	126571779	126655155	-
ENSG00000206483.5	TXNRD3NB	chr3	126571789	126572636	-
ENSG00000248557.1	RP11-390G14.1	chr3	126624792	126626061	+
ENSG00000198284.8	NUP210P1	chr3	126660609	126671939	+
ENSG00000248850.1	RP11-605F14.2	chr3	126672106	126673223	-
ENSG00000159685.9	CHCHD6	chr3	126704220	126960406	+
ENSG00000249558.1	RCC2P4	chr3	126766434	126767475	-
ENSG00000280053.1	RP11-61K12.2	chr3	126973065	126976426	+
ENSG00000114554.10	PLXNA1	chr3	126988594	127037392	+
ENSG00000214324.4	C3orf56	chr3	127193131	127198185	+
ENSG00000212556.1	Y_RNA	chr3	127202372	127202473	-
ENSG00000243016.1	RP11-305F5.2	chr3	127221194	127221881	-
ENSG00000201288.1	RNU6-1047P	chr3	127240968	127241074	-
ENSG00000239620.1	RP11-88I21.1	chr3	127284081	127284681	-
ENSG00000244215.1	RP11-88I21.2	chr3	127322307	127390670	-
ENSG00000239921.2	LINC01471	chr3	127480690	127536812	-
ENSG00000240562.1	RP11-59J16.2	chr3	127489553	127490787	+
ENSG00000163870.13	TPRA1	chr3	127573069	127598251	-
ENSG00000275067.1	MIR6825	chr3	127575266	127575331	-
ENSG00000276083.1	MIR7976	chr3	127587111	127587176	-
ENSG00000073111.12	MCM2	chr3	127598223	127622436	+
ENSG00000114631.10	PODXL2	chr3	127629181	127672809	+
ENSG00000221413.1	AC023593.1	chr3	127664704	127664810	+
ENSG00000114626.16	ABTB1	chr3	127672935	127680920	+
ENSG00000074416.12	MGLL	chr3	127689062	127823250	-
ENSG00000187715.12	KBTBD12	chr3	127915232	127987671	+
ENSG00000201210.1	RNA5SP139	chr3	127963608	127963724	+
ENSG00000058262.8	SEC61A1	chr3	128051641	128071683	+
ENSG00000175792.10	RUVBL1	chr3	128064778	128153914	-
ENSG00000222627.1	RNU2-37P	chr3	128075073	128075249	-
ENSG00000239608.1	RUVBL1-AS1	chr3	128075810	128079056	+
ENSG00000212344.1	RNU6-823P	chr3	128141875	128141977	-
ENSG00000132394.9	EEFSEC	chr3	128153454	128408646	+
ENSG00000179407.3	DNAJB8	chr3	128462439	128467248	-
ENSG00000242049.1	DNAJB8-AS1	chr3	128463594	128472317	+
ENSG00000179348.10	GATA2	chr3	128479427	128493185	-
ENSG00000244300.2	GATA2-AS1	chr3	128489212	128502348	+
ENSG00000239405.1	TMED10P2	chr3	128538020	128538631	+
ENSG00000198685.3	LINC01565	chr3	128572000	128576086	-
ENSG00000163902.10	RPN1	chr3	128619970	128681075	-
ENSG00000277250.1	Metazoa_SRP	chr3	128673681	128674021	-
ENSG00000280957.1	AC079945.1	chr3	128673691	128673771	-
ENSG00000242551.2	POU5F1P6	chr3	128674735	128677005	-
ENSG00000207130.1	SNORA24	chr3	128714571	128714705	-
ENSG00000075785.11	RAB7A	chr3	128726122	128814796	+
ENSG00000239503.1	MARK2P8	chr3	128748538	128749489	-
ENSG00000242992.3	FTH1P4	chr3	128764466	128765018	-
ENSG00000244232.3	RN7SL698P	chr3	128785147	128785448	+
ENSG00000239483.1	RPS15AP16	chr3	128798841	128799201	-
ENSG00000244065.1	MARK2P17	chr3	128843564	128844404	-
ENSG00000243022.1	MARK3P3	chr3	128848673	128849399	-
ENSG00000242062.1	MARK2P6	chr3	128852112	128853008	-
ENSG00000261159.1	RP11-723O4.9	chr3	128859716	128860526	-
ENSG00000231305.3	RP11-723O4.2	chr3	128861313	128871540	-
ENSG00000250796.1	RP11-723O4.3	chr3	128869624	128870026	+
ENSG00000177646.16	ACAD9	chr3	128879596	128916067	+
ENSG00000114656.9	KIAA1257	chr3	128909866	129002690	-
ENSG00000187695.6	RP11-723O4.6	chr3	128909874	128971330	-
ENSG00000279507.1	RP11-723O4.7	chr3	128914833	128915060	-
ENSG00000114654.7	EFCC1	chr3	129001629	129040742	+
ENSG00000249505.1	RP11-434H6.2	chr3	129045763	129046921	+
ENSG00000169704.4	GP9	chr3	129060767	129062406	+
ENSG00000172780.15	RAB43	chr3	129087569	129122801	-
ENSG00000261796.1	ISY1-RAB43	chr3	129087575	129161036	-
ENSG00000273174.1	RP11-434H6.6	chr3	129123439	129124003	+
ENSG00000240682.8	ISY1	chr3	129127415	129161293	-
ENSG00000273437.1	RP11-434H6.7	chr3	129163606	129163940	-
ENSG00000169714.15	CNBP	chr3	129169484	129183922	-
ENSG00000241673.1	RPS27P12	chr3	129218093	129218350	-
ENSG00000181789.13	COPG1	chr3	129249606	129277773	+
ENSG00000278658.1	MIR6826	chr3	129272146	129272243	+
ENSG00000183624.12	HMCES	chr3	129278828	129306186	+
ENSG00000184897.5	H1FX	chr3	129314771	129316277	-
ENSG00000206417.7	H1FX-AS1	chr3	129315392	129326225	+
ENSG00000280727.1	AC137695.1	chr3	129316261	129316391	-
ENSG00000248916.1	NUP210P3	chr3	129323046	129325426	-
ENSG00000270492.1	RP13-685P2.8	chr3	129334586	129335074	+
ENSG00000270773.1	RP13-685P2.7	chr3	129345411	129346164	+
ENSG00000244932.2	RP11-529F4.1	chr3	129381298	129394149	+
ENSG00000251474.5	RPL32P3	chr3	129382922	129399655	-
ENSG00000280589.1	AL449212.1	chr3	129397192	129397294	-
ENSG00000207088.1	SNORA7B	chr3	129397210	129397348	-
ENSG00000172771.10	EFCAB12	chr3	129401321	129428651	-
ENSG00000129071.8	MBD4	chr3	129430944	129440179	-
ENSG00000163913.10	IFT122	chr3	129440036	129520507	+
ENSG00000163914.4	RHO	chr3	129528640	129535169	+
ENSG00000178804.6	H1FOO	chr3	129543214	129551467	+
ENSG00000004399.11	PLXND1	chr3	129555175	129606818	-
ENSG00000239437.3	RN7SL752P	chr3	129591349	129591635	+
ENSG00000248659.1	RP11-263I1.1	chr3	129632019	129632492	-
ENSG00000172765.15	TMCC1	chr3	129647792	129893576	-
ENSG00000202412.1	RNY3P13	chr3	129818932	129819033	+
ENSG00000203644.3	RP11-332M2.1	chr3	129847048	129847957	-
ENSG00000271270.4	TMCC1-AS1	chr3	129893871	129918575	+
ENSG00000250643.1	RP11-93K22.6	chr3	129954105	129969294	-
ENSG00000170893.3	TRH	chr3	129974305	129977938	+
ENSG00000248459.1	RP11-93K22.1	chr3	129998531	129998936	+
ENSG00000249869.1	RP11-93K22.7	chr3	130013182	130013541	-
ENSG00000180770.3	OR7E129P	chr3	130021553	130022520	-
ENSG00000263767.1	AC083906.1	chr3	130033458	130033545	-
ENSG00000251178.1	OR7E21P	chr3	130034553	130035539	-
ENSG00000251610.1	RP11-77P16.3	chr3	130055724	130055920	-
ENSG00000251287.7	ALG1L2	chr3	130081831	130113227	+
ENSG00000248243.1	RP11-93K22.13	chr3	130089433	130094304	-
ENSG00000266849.1	AC083906.2	chr3	130096373	130096438	+
ENSG00000253540.4	FAM86HP	chr3	130099092	130111472	-
ENSG00000249846.5	RP11-77P16.4	chr3	130112550	130120579	+
ENSG00000248618.1	ENPP7P3	chr3	130167790	130168030	-
ENSG00000250580.1	SNRPCP8	chr3	130199708	130199918	+
